BiocVersion,Genome,NumGenes,NumOrthologs,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Tags,BsgenomePkg,GrangesPkg,OrganismdbiPkg,OrgdbPkg,TxdbPkg,Taxon,Genus,Sp,Strain,BsgenomeFile,GrangesFile,OrganismdbiFile,OrgdbFile,TxdbFile,TaxonUnmodified,Title,Description,RDataClass,DispatchClass,ResourceName,RDataPath,md5sum
3.1,FungiDB-46_CposadasiiSilveira,10379,9376,GFF,http://FungiDB.org/common/downloads/release-46/CposadasiiSilveira/gff/data/FungiDB-46_CposadasiiSilveira.gff,46,Coccidioides posadasii str. Silveira,443226,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.str.Silveira.v46,GRanges.Coccidioides.posadasii.str.Silveira.v46.rda,fungidb.Coccidioides.posadasii.str.Silveira.v46,org.Cposadasii.str.Silveira.v46.eg.db,TxDb.Coccidioides.posadasii.str.Silveira.FungiDB.v46,Coccidioides posadasii str Silveira,Coccidioides,posadasii,str.Silveira,EuPathDB/BSgenome/3.10/BSGenome.Coccidioides.posadasii.str.Silveira.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Coccidioides.posadasii.str.Silveira.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Coccidioides.posadasii.str.Silveira.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Cposadasii.str.Silveira.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Coccidioides.posadasii.str.Silveira.FungiDB.v46.sqlite,Coccidioides posadasii str. Silveira,Transcript information for Coccidioides posadasii str Silveira,FungiDB 46 annotations for Coccidioides posadasii str Silveira,OrgDb,SQLiteFile,org.Cposadasii.str.Silveira.v46.eg.db,EuPathDB/OrgDb/3.10/org.Cposadasii.str.Silveira.v46.eg.sqlite,211888d0d27d3217c191c7adbcf1bdf0
3.1,FungiDB-46_Ccinereaokay7-130,13657,11195,GFF,http://FungiDB.org/common/downloads/release-46/Ccinereaokay7-130/gff/data/FungiDB-46_Ccinereaokay7-130.gff,46,Coprinopsis cinerea okayama7#130,240176,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coprinopsis.cinerea.okayama7.130.v46,GRanges.Coprinopsis.cinerea.okayama7.130.v46.rda,fungidb.Coprinopsis.cinerea.okayama7.130.v46,org.Ccinerea.okayama7.130.v46.eg.db,TxDb.Coprinopsis.cinerea.okayama7.130.FungiDB.v46,Coprinopsis cinerea okayama7 130,Coprinopsis,cinerea,okayama7.130,EuPathDB/BSgenome/3.10/BSGenome.Coprinopsis.cinerea.okayama7.130.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Coprinopsis.cinerea.okayama7.130.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Coprinopsis.cinerea.okayama7.130.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Ccinerea.okayama7.130.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Coprinopsis.cinerea.okayama7.130.FungiDB.v46.sqlite,Coprinopsis cinerea okayama7#130,Transcript information for Coprinopsis cinerea okayama7 130,FungiDB 46 annotations for Coprinopsis cinerea okayama7 130,OrgDb,SQLiteFile,org.Ccinerea.okayama7.130.v46.eg.db,EuPathDB/OrgDb/3.10/org.Ccinerea.okayama7.130.v46.eg.sqlite,ad0270b91e12d682c529c987b998f2ab
3.1,FungiDB-46_CgattiiCA1873,6782,6469,GFF,http://FungiDB.org/common/downloads/release-46/CgattiiCA1873/gff/data/FungiDB-46_CgattiiCA1873.gff,46,Cryptococcus gattii CA1873,1296111,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Cryptococcus.gattii.CA1873.v46,GRanges.Cryptococcus.gattii.CA1873.v46.rda,fungidb.Cryptococcus.gattii.CA1873.v46,org.Cgattii.CA1873.v46.eg.db,TxDb.Cryptococcus.gattii.CA1873.FungiDB.v46,Cryptococcus gattii CA1873,Cryptococcus,gattii,CA1873,EuPathDB/BSgenome/3.10/BSGenome.Cryptococcus.gattii.CA1873.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptococcus.gattii.CA1873.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Cryptococcus.gattii.CA1873.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Cgattii.CA1873.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptococcus.gattii.CA1873.FungiDB.v46.sqlite,Cryptococcus gattii CA1873,Transcript information for Cryptococcus gattii CA1873,FungiDB 46 annotations for Cryptococcus gattii CA1873,OrgDb,SQLiteFile,org.Cgattii.CA1873.v46.eg.db,EuPathDB/OrgDb/3.10/org.Cgattii.CA1873.v46.eg.sqlite,89966b01984a0d9dcfedbbb5c74f6376
3.1,FungiDB-46_CgattiiEJB2,6908,6716,GFF,http://FungiDB.org/common/downloads/release-46/CgattiiEJB2/gff/data/FungiDB-46_CgattiiEJB2.gff,46,Cryptococcus gattii EJB2,1296103,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Cryptococcus.gattii.EJB2.v46,GRanges.Cryptococcus.gattii.EJB2.v46.rda,fungidb.Cryptococcus.gattii.EJB2.v46,org.Cgattii.EJB2.v46.eg.db,TxDb.Cryptococcus.gattii.EJB2.FungiDB.v46,Cryptococcus gattii EJB2,Cryptococcus,gattii,EJB2,EuPathDB/BSgenome/3.10/BSGenome.Cryptococcus.gattii.EJB2.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptococcus.gattii.EJB2.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Cryptococcus.gattii.EJB2.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Cgattii.EJB2.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptococcus.gattii.EJB2.FungiDB.v46.sqlite,Cryptococcus gattii EJB2,Transcript information for Cryptococcus gattii EJB2,FungiDB 46 annotations for Cryptococcus gattii EJB2,OrgDb,SQLiteFile,org.Cgattii.EJB2.v46.eg.db,EuPathDB/OrgDb/3.10/org.Cgattii.EJB2.v46.eg.sqlite,99db83f879dcbe28423f237fe49f5a76
3.1,FungiDB-46_CgattiiNT10,6987,6724,GFF,http://FungiDB.org/common/downloads/release-46/CgattiiNT10/gff/data/FungiDB-46_CgattiiNT10.gff,46,Cryptococcus gattii NT-10,1296108,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Cryptococcus.gattii.NT.10.v46,GRanges.Cryptococcus.gattii.NT.10.v46.rda,fungidb.Cryptococcus.gattii.NT.10.v46,org.Cgattii.NT.10.v46.eg.db,TxDb.Cryptococcus.gattii.NT.10.FungiDB.v46,Cryptococcus gattii NT 10,Cryptococcus,gattii,NT.10,EuPathDB/BSgenome/3.10/BSGenome.Cryptococcus.gattii.NT.10.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptococcus.gattii.NT.10.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Cryptococcus.gattii.NT.10.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Cgattii.NT.10.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptococcus.gattii.NT.10.FungiDB.v46.sqlite,Cryptococcus gattii NT-10,Transcript information for Cryptococcus gattii NT 10,FungiDB 46 annotations for Cryptococcus gattii NT 10,OrgDb,SQLiteFile,org.Cgattii.NT.10.v46.eg.db,EuPathDB/OrgDb/3.10/org.Cgattii.NT.10.v46.eg.sqlite,7e41bfacf60ee070457c91ae3cd979e1
3.1,FungiDB-46_CgattiiIND107,6843,6526,GFF,http://FungiDB.org/common/downloads/release-46/CgattiiIND107/gff/data/FungiDB-46_CgattiiIND107.gff,46,Cryptococcus gattii VGIV IND107,1296105,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Cryptococcus.gattii.VGIV.IND107.v46,GRanges.Cryptococcus.gattii.VGIV.IND107.v46.rda,fungidb.Cryptococcus.gattii.VGIV.IND107.v46,org.Cgattii.VGIV.IND107.v46.eg.db,TxDb.Cryptococcus.gattii.VGIV.IND107.FungiDB.v46,Cryptococcus gattii VGIV IND107,Cryptococcus,gattii,VGIV.IND107,EuPathDB/BSgenome/3.10/BSGenome.Cryptococcus.gattii.VGIV.IND107.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptococcus.gattii.VGIV.IND107.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Cryptococcus.gattii.VGIV.IND107.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Cgattii.VGIV.IND107.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptococcus.gattii.VGIV.IND107.FungiDB.v46.sqlite,Cryptococcus gattii VGIV IND107,Transcript information for Cryptococcus gattii VGIV IND107,FungiDB 46 annotations for Cryptococcus gattii VGIV IND107,OrgDb,SQLiteFile,org.Cgattii.VGIV.IND107.v46.eg.db,EuPathDB/OrgDb/3.10/org.Cgattii.VGIV.IND107.v46.eg.sqlite,c5ddc919eba9e2cc34af705ccad536e3
3.1,FungiDB-46_CgattiiWM276,6724,6568,GFF,http://FungiDB.org/common/downloads/release-46/CgattiiWM276/gff/data/FungiDB-46_CgattiiWM276.gff,46,Cryptococcus gattii WM276,367775,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Cryptococcus.gattii.WM276.v46,GRanges.Cryptococcus.gattii.WM276.v46.rda,fungidb.Cryptococcus.gattii.WM276.v46,org.Cgattii.WM276.v46.eg.db,TxDb.Cryptococcus.gattii.WM276.FungiDB.v46,Cryptococcus gattii WM276,Cryptococcus,gattii,WM276,EuPathDB/BSgenome/3.10/BSGenome.Cryptococcus.gattii.WM276.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptococcus.gattii.WM276.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Cryptococcus.gattii.WM276.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Cgattii.WM276.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptococcus.gattii.WM276.FungiDB.v46.sqlite,Cryptococcus gattii WM276,Transcript information for Cryptococcus gattii WM276,FungiDB 46 annotations for Cryptococcus gattii WM276,OrgDb,SQLiteFile,org.Cgattii.WM276.v46.eg.db,EuPathDB/OrgDb/3.10/org.Cgattii.WM276.v46.eg.sqlite,6257ab030f0732282a652f9445638e0f
3.1,FungiDB-46_CneoformansH99,8338,6974,GFF,http://FungiDB.org/common/downloads/release-46/CneoformansH99/gff/data/FungiDB-46_CneoformansH99.gff,46,Cryptococcus neoformans var. grubii H99,235443,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Cryptococcus.neoformans.var.grubii.H99.v46,GRanges.Cryptococcus.neoformans.var.grubii.H99.v46.rda,fungidb.Cryptococcus.neoformans.var.grubii.H99.v46,org.Cneoformans.var.grubii.H99.v46.eg.db,TxDb.Cryptococcus.neoformans.var.grubii.H99.FungiDB.v46,Cryptococcus neoformans var grubii H99,Cryptococcus,neoformans,var.grubii.H99,EuPathDB/BSgenome/3.10/BSGenome.Cryptococcus.neoformans.var.grubii.H99.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptococcus.neoformans.var.grubii.H99.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Cryptococcus.neoformans.var.grubii.H99.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Cneoformans.var.grubii.H99.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptococcus.neoformans.var.grubii.H99.FungiDB.v46.sqlite,Cryptococcus neoformans var. grubii H99,Transcript information for Cryptococcus neoformans var grubii H99,FungiDB 46 annotations for Cryptococcus neoformans var grubii H99,OrgDb,SQLiteFile,org.Cneoformans.var.grubii.H99.v46.eg.db,EuPathDB/OrgDb/3.10/org.Cneoformans.var.grubii.H99.v46.eg.sqlite,a24a2b76619f87fb88e7abdf12966018
3.1,FungiDB-46_CneoformansJEC21,7004,6706,GFF,http://FungiDB.org/common/downloads/release-46/CneoformansJEC21/gff/data/FungiDB-46_CneoformansJEC21.gff,46,Cryptococcus neoformans var. neoformans JEC21,214684,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Cryptococcus.neoformans.var.neoformans.JEC21.v46,GRanges.Cryptococcus.neoformans.var.neoformans.JEC21.v46.rda,fungidb.Cryptococcus.neoformans.var.neoformans.JEC21.v46,org.Cneoformans.var.neoformans.JEC21.v46.eg.db,TxDb.Cryptococcus.neoformans.var.neoformans.JEC21.FungiDB.v46,Cryptococcus neoformans var neoformans JEC21,Cryptococcus,neoformans,var.neoformans.JEC21,EuPathDB/BSgenome/3.10/BSGenome.Cryptococcus.neoformans.var.neoformans.JEC21.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptococcus.neoformans.var.neoformans.JEC21.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Cryptococcus.neoformans.var.neoformans.JEC21.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Cneoformans.var.neoformans.JEC21.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptococcus.neoformans.var.neoformans.JEC21.FungiDB.v46.sqlite,Cryptococcus neoformans var. neoformans JEC21,Transcript information for Cryptococcus neoformans var neoformans JEC21,FungiDB 46 annotations for Cryptococcus neoformans var neoformans JEC21,OrgDb,SQLiteFile,org.Cneoformans.var.neoformans.JEC21.v46.eg.db,EuPathDB/OrgDb/3.10/org.Cneoformans.var.neoformans.JEC21.v46.eg.sqlite,0e11982e2722bad14375c00a82f52586
3.1,FungiDB-46_CeuropaeaCBS101466,11153,10292,GFF,http://FungiDB.org/common/downloads/release-46/CeuropaeaCBS101466/gff/data/FungiDB-46_CeuropaeaCBS101466.gff,46,Cyphellophora europaea CBS 101466,1220924,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Cyphellophora.europaea.CBS.101466.v46,GRanges.Cyphellophora.europaea.CBS.101466.v46.rda,fungidb.Cyphellophora.europaea.CBS.101466.v46,org.Ceuropaea.CBS.101466.v46.eg.db,TxDb.Cyphellophora.europaea.CBS.101466.FungiDB.v46,Cyphellophora europaea CBS 101466,Cyphellophora,europaea,CBS.101466,EuPathDB/BSgenome/3.10/BSGenome.Cyphellophora.europaea.CBS.101466.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cyphellophora.europaea.CBS.101466.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Cyphellophora.europaea.CBS.101466.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Ceuropaea.CBS.101466.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cyphellophora.europaea.CBS.101466.FungiDB.v46.sqlite,Cyphellophora europaea CBS 101466,Transcript information for Cyphellophora europaea CBS 101466,FungiDB 46 annotations for Cyphellophora europaea CBS 101466,OrgDb,SQLiteFile,org.Ceuropaea.CBS.101466.v46.eg.db,EuPathDB/OrgDb/3.10/org.Ceuropaea.CBS.101466.v46.eg.sqlite,737361cbcd79a5b56ffeb486860c407c
3.1,FungiDB-46_FpedrosoiCBS271-37,12573,11992,GFF,http://FungiDB.org/common/downloads/release-46/FpedrosoiCBS271-37/gff/data/FungiDB-46_FpedrosoiCBS271-37.gff,46,Fonsecaea pedrosoi CBS 271.37,1442368,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fonsecaea.pedrosoi.CBS.271.37.v46,GRanges.Fonsecaea.pedrosoi.CBS.271.37.v46.rda,fungidb.Fonsecaea.pedrosoi.CBS.271.37.v46,org.Fpedrosoi.CBS.271.37.v46.eg.db,TxDb.Fonsecaea.pedrosoi.CBS.271.37.FungiDB.v46,Fonsecaea pedrosoi CBS 271 37,Fonsecaea,pedrosoi,CBS.271.37,EuPathDB/BSgenome/3.10/BSGenome.Fonsecaea.pedrosoi.CBS.271.37.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Fonsecaea.pedrosoi.CBS.271.37.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Fonsecaea.pedrosoi.CBS.271.37.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Fpedrosoi.CBS.271.37.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Fonsecaea.pedrosoi.CBS.271.37.FungiDB.v46.sqlite,Fonsecaea pedrosoi CBS 271.37,Transcript information for Fonsecaea pedrosoi CBS 271 37,FungiDB 46 annotations for Fonsecaea pedrosoi CBS 271 37,OrgDb,SQLiteFile,org.Fpedrosoi.CBS.271.37.v46.eg.db,EuPathDB/OrgDb/3.10/org.Fpedrosoi.CBS.271.37.v46.eg.sqlite,77831d145b5f7cb3b900732641402e2e
3.1,FungiDB-46_FfujikuroiIMI58289,15099,14628,GFF,http://FungiDB.org/common/downloads/release-46/FfujikuroiIMI58289/gff/data/FungiDB-46_FfujikuroiIMI58289.gff,46,Fusarium fujikuroi IMI 58289,1279085,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.fujikuroi.IMI.58289.v46,GRanges.Fusarium.fujikuroi.IMI.58289.v46.rda,fungidb.Fusarium.fujikuroi.IMI.58289.v46,org.Ffujikuroi.IMI.58289.v46.eg.db,TxDb.Fusarium.fujikuroi.IMI.58289.FungiDB.v46,Fusarium fujikuroi IMI 58289,Fusarium,fujikuroi,IMI.58289,EuPathDB/BSgenome/3.10/BSGenome.Fusarium.fujikuroi.IMI.58289.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Fusarium.fujikuroi.IMI.58289.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Fusarium.fujikuroi.IMI.58289.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Ffujikuroi.IMI.58289.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Fusarium.fujikuroi.IMI.58289.FungiDB.v46.sqlite,Fusarium fujikuroi IMI 58289,Transcript information for Fusarium fujikuroi IMI 58289,FungiDB 46 annotations for Fusarium fujikuroi IMI 58289,OrgDb,SQLiteFile,org.Ffujikuroi.IMI.58289.v46.eg.db,EuPathDB/OrgDb/3.10/org.Ffujikuroi.IMI.58289.v46.eg.sqlite,b866a2584338d32cd8c8dda841ca4b0a
3.1,FungiDB-46_FgraminearumPH-1,14477,13281,GFF,http://FungiDB.org/common/downloads/release-46/FgraminearumPH-1/gff/data/FungiDB-46_FgraminearumPH-1.gff,46,Fusarium graminearum PH-1,229533,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.graminearum.PH.1.v46,GRanges.Fusarium.graminearum.PH.1.v46.rda,fungidb.Fusarium.graminearum.PH.1.v46,org.Fgraminearum.PH.1.v46.eg.db,TxDb.Fusarium.graminearum.PH.1.FungiDB.v46,Fusarium graminearum PH 1,Fusarium,graminearum,PH.1,EuPathDB/BSgenome/3.10/BSGenome.Fusarium.graminearum.PH.1.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Fusarium.graminearum.PH.1.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Fusarium.graminearum.PH.1.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Fgraminearum.PH.1.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Fusarium.graminearum.PH.1.FungiDB.v46.sqlite,Fusarium graminearum PH-1,Transcript information for Fusarium graminearum PH 1,FungiDB 46 annotations for Fusarium graminearum PH 1,OrgDb,SQLiteFile,org.Fgraminearum.PH.1.v46.eg.db,EuPathDB/OrgDb/3.10/org.Fgraminearum.PH.1.v46.eg.sqlite,807f4a4bf39cd2a6f5b06ca198612601
3.1,FungiDB-46_FoxysporumFo47,18556,17771,GFF,http://FungiDB.org/common/downloads/release-46/FoxysporumFo47/gff/data/FungiDB-46_FoxysporumFo47.gff,46,Fusarium oxysporum Fo47,660027,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.oxysporum.Fo47.v46,GRanges.Fusarium.oxysporum.Fo47.v46.rda,fungidb.Fusarium.oxysporum.Fo47.v46,org.Foxysporum.Fo47.v46.eg.db,TxDb.Fusarium.oxysporum.Fo47.FungiDB.v46,Fusarium oxysporum Fo47,Fusarium,oxysporum,Fo47,EuPathDB/BSgenome/3.10/BSGenome.Fusarium.oxysporum.Fo47.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Fusarium.oxysporum.Fo47.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Fusarium.oxysporum.Fo47.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Foxysporum.Fo47.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Fusarium.oxysporum.Fo47.FungiDB.v46.sqlite,Fusarium oxysporum Fo47,Transcript information for Fusarium oxysporum Fo47,FungiDB 46 annotations for Fusarium oxysporum Fo47,OrgDb,SQLiteFile,org.Foxysporum.Fo47.v46.eg.db,EuPathDB/OrgDb/3.10/org.Foxysporum.Fo47.v46.eg.sqlite,c8ea80aa7e82b3c8aa3ef51f53e884fc
3.1,FungiDB-46_Foxysporumrace1,15916,15427,GFF,http://FungiDB.org/common/downloads/release-46/Foxysporumrace1/gff/data/FungiDB-46_Foxysporumrace1.gff,46,Fusarium oxysporum f. sp. cubense race 1,1229664,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.oxysporum.f.sp.cubense.race.1.v46,GRanges.Fusarium.oxysporum.f.sp.cubense.race.1.v46.rda,fungidb.Fusarium.oxysporum.f.sp.cubense.race.1.v46,org.Foxysporum.f.sp.cubense.race.1.v46.eg.db,TxDb.Fusarium.oxysporum.f.sp.cubense.race.1.FungiDB.v46,Fusarium oxysporum f sp cubense race 1,Fusarium,oxysporum,f.sp.cubense.race.1,EuPathDB/BSgenome/3.10/BSGenome.Fusarium.oxysporum.f.sp.cubense.race.1.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Fusarium.oxysporum.f.sp.cubense.race.1.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Fusarium.oxysporum.f.sp.cubense.race.1.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Foxysporum.f.sp.cubense.race.1.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Fusarium.oxysporum.f.sp.cubense.race.1.FungiDB.v46.sqlite,Fusarium oxysporum f. sp. cubense race 1,Transcript information for Fusarium oxysporum f sp cubense race 1,FungiDB 46 annotations for Fusarium oxysporum f sp cubense race 1,OrgDb,SQLiteFile,org.Foxysporum.f.sp.cubense.race.1.v46.eg.db,EuPathDB/OrgDb/3.10/org.Foxysporum.f.sp.cubense.race.1.v46.eg.sqlite,137c26f7c322a92483ff3e63c6f7c05d
3.1,FungiDB-46_Foxysporumrace4,14962,14471,GFF,http://FungiDB.org/common/downloads/release-46/Foxysporumrace4/gff/data/FungiDB-46_Foxysporumrace4.gff,46,Fusarium oxysporum f. sp. cubense race 4,1229665,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.oxysporum.f.sp.cubense.race.4.v46,GRanges.Fusarium.oxysporum.f.sp.cubense.race.4.v46.rda,fungidb.Fusarium.oxysporum.f.sp.cubense.race.4.v46,org.Foxysporum.f.sp.cubense.race.4.v46.eg.db,TxDb.Fusarium.oxysporum.f.sp.cubense.race.4.FungiDB.v46,Fusarium oxysporum f sp cubense race 4,Fusarium,oxysporum,f.sp.cubense.race.4,EuPathDB/BSgenome/3.10/BSGenome.Fusarium.oxysporum.f.sp.cubense.race.4.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Fusarium.oxysporum.f.sp.cubense.race.4.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Fusarium.oxysporum.f.sp.cubense.race.4.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Foxysporum.f.sp.cubense.race.4.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Fusarium.oxysporum.f.sp.cubense.race.4.FungiDB.v46.sqlite,Fusarium oxysporum f. sp. cubense race 4,Transcript information for Fusarium oxysporum f sp cubense race 4,FungiDB 46 annotations for Fusarium oxysporum f sp cubense race 4,OrgDb,SQLiteFile,org.Foxysporum.f.sp.cubense.race.4.v46.eg.db,EuPathDB/OrgDb/3.10/org.Foxysporum.f.sp.cubense.race.4.v46.eg.sqlite,77cce143f2f967d1474c02876c17a719
