BiocVersion,Genome,NumGenes,NumOrthologs,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Tags,BsgenomePkg,GrangesPkg,OrganismdbiPkg,OrgdbPkg,TxdbPkg,Strain,Taxon,Genus,Sp,BsgenomeFile,GrangesFile,OrganismdbiFile,OrgdbFile,TxdbFile,TaxonUnmodified,Title,Description,RDataClass,DispatchClass,ResourceName,RDataPath
v3.9,FungiDB-44_EoligospermaCBS72588,11938,11095,GFF,http://FungiDB.org/common/downloads/release-42/EoligospermaCBS72588/gff/data/FungiDB-42_EoligospermaCBS72588.gff,42,Exophiala oligosperma,215243,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Exophiala.oligosperma.CBS.72588.v42,GRanges.Exophiala.oligosperma.CBS.72588.v42.rda,fungidb.Exophiala.oligosperma.CBS.72588.v42,org.Eoligosperma.CBS.72588.v42.eg.db,TxDb.Exophiala.oligosperma.CBS.72588.FungiDB.v42,strain.CBS.72588,Exophiala oligosperma CBS 72588,Exophiala,oligosperma,EuPathDB/BSgenome/v3.9/BSGenome.Exophiala.oligosperma.CBS.72588.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Exophiala.oligosperma.CBS.72588.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Exophiala.oligosperma.CBS.72588.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Eoligosperma.CBS.72588.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Exophiala.oligosperma.CBS.72588.FungiDB.v42.sqlite,Exophiala oligosperma strain CBS 72588,Transcript information for Exophiala oligosperma CBS 72588,FungiDB 42 annotations for Exophiala oligosperma CBS 72588,OrgDb,SQLiteFile,org.Eoligosperma.CBS.72588.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Eoligosperma.CBS.72588.v42.eg.sqlite
v3.9,FungiDB-44_FpedrosoiCBS271-37,12573,11964,GFF,http://FungiDB.org/common/downloads/release-42/FpedrosoiCBS271-37/gff/data/FungiDB-42_FpedrosoiCBS271-37.gff,42,Fonsecaea pedrosoi CBS 271.37,1442368,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fonsecaea.pedrosoi.CBS.271.37.v42,GRanges.Fonsecaea.pedrosoi.CBS.271.37.v42.rda,fungidb.Fonsecaea.pedrosoi.CBS.271.37.v42,org.Fpedrosoi.CBS.271.37.v42.eg.db,TxDb.Fonsecaea.pedrosoi.CBS.271.37.FungiDB.v42,CBS.271.37,Fonsecaea pedrosoi CBS 271 37,Fonsecaea,pedrosoi,EuPathDB/BSgenome/v3.9/BSGenome.Fonsecaea.pedrosoi.CBS.271.37.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Fonsecaea.pedrosoi.CBS.271.37.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Fonsecaea.pedrosoi.CBS.271.37.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Fpedrosoi.CBS.271.37.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Fonsecaea.pedrosoi.CBS.271.37.FungiDB.v42.sqlite,Fonsecaea pedrosoi CBS 271.37,Transcript information for Fonsecaea pedrosoi CBS 271 37,FungiDB 42 annotations for Fonsecaea pedrosoi CBS 271 37,OrgDb,SQLiteFile,org.Fpedrosoi.CBS.271.37.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Fpedrosoi.CBS.271.37.v42.eg.sqlite
v3.9,FungiDB-44_FfujikuroiIMI58289,15099,14626,GFF,http://FungiDB.org/common/downloads/release-42/FfujikuroiIMI58289/gff/data/FungiDB-42_FfujikuroiIMI58289.gff,42,Fusarium fujikuroi IMI 58289,1279085,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.fujikuroi.IMI.58289.v42,GRanges.Fusarium.fujikuroi.IMI.58289.v42.rda,fungidb.Fusarium.fujikuroi.IMI.58289.v42,org.Ffujikuroi.IMI.58289.v42.eg.db,TxDb.Fusarium.fujikuroi.IMI.58289.FungiDB.v42,IMI.58289,Fusarium fujikuroi IMI 58289,Fusarium,fujikuroi,EuPathDB/BSgenome/v3.9/BSGenome.Fusarium.fujikuroi.IMI.58289.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Fusarium.fujikuroi.IMI.58289.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Fusarium.fujikuroi.IMI.58289.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Ffujikuroi.IMI.58289.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Fusarium.fujikuroi.IMI.58289.FungiDB.v42.sqlite,Fusarium fujikuroi IMI 58289,Transcript information for Fusarium fujikuroi IMI 58289,FungiDB 42 annotations for Fusarium fujikuroi IMI 58289,OrgDb,SQLiteFile,org.Ffujikuroi.IMI.58289.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Ffujikuroi.IMI.58289.v42.eg.sqlite
v3.9,FungiDB-44_FgraminearumPH-1,14477,13280,GFF,http://FungiDB.org/common/downloads/release-42/FgraminearumPH-1/gff/data/FungiDB-42_FgraminearumPH-1.gff,42,Fusarium graminearum PH-1,229533,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.graminearum.PH.1.v42,GRanges.Fusarium.graminearum.PH.1.v42.rda,fungidb.Fusarium.graminearum.PH.1.v42,org.Fgraminearum.PH.1.v42.eg.db,TxDb.Fusarium.graminearum.PH.1.FungiDB.v42,PH.1,Fusarium graminearum PH 1,Fusarium,graminearum,EuPathDB/BSgenome/v3.9/BSGenome.Fusarium.graminearum.PH.1.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Fusarium.graminearum.PH.1.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Fusarium.graminearum.PH.1.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Fgraminearum.PH.1.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Fusarium.graminearum.PH.1.FungiDB.v42.sqlite,Fusarium graminearum PH-1,Transcript information for Fusarium graminearum PH 1,FungiDB 42 annotations for Fusarium graminearum PH 1,OrgDb,SQLiteFile,org.Fgraminearum.PH.1.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Fgraminearum.PH.1.v42.eg.sqlite
v3.9,FungiDB-44_FoxysporumFOSC3a,17642,16918,GFF,http://FungiDB.org/common/downloads/release-42/FoxysporumFOSC3a/gff/data/FungiDB-42_FoxysporumFOSC3a.gff,42,Fusarium oxysporum FOSC 3-a,909455,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.oxysporum.FOSC.3.a.v42,GRanges.Fusarium.oxysporum.FOSC.3.a.v42.rda,fungidb.Fusarium.oxysporum.FOSC.3.a.v42,org.Foxysporum.FOSC.3.a.v42.eg.db,TxDb.Fusarium.oxysporum.FOSC.3.a.FungiDB.v42,FOSC.3.a,Fusarium oxysporum FOSC 3 a,Fusarium,oxysporum,EuPathDB/BSgenome/v3.9/BSGenome.Fusarium.oxysporum.FOSC.3.a.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Fusarium.oxysporum.FOSC.3.a.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Fusarium.oxysporum.FOSC.3.a.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Foxysporum.FOSC.3.a.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Fusarium.oxysporum.FOSC.3.a.FungiDB.v42.sqlite,Fusarium oxysporum FOSC 3-a,Transcript information for Fusarium oxysporum FOSC 3 a,FungiDB 42 annotations for Fusarium oxysporum FOSC 3 a,OrgDb,SQLiteFile,org.Foxysporum.FOSC.3.a.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Foxysporum.FOSC.3.a.v42.eg.sqlite
v3.9,FungiDB-44_FoxysporumFo47,18556,17769,GFF,http://FungiDB.org/common/downloads/release-42/FoxysporumFo47/gff/data/FungiDB-42_FoxysporumFo47.gff,42,Fusarium oxysporum Fo47,660027,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.oxysporum.Fo47.v42,GRanges.Fusarium.oxysporum.Fo47.v42.rda,fungidb.Fusarium.oxysporum.Fo47.v42,org.Foxysporum.Fo47.v42.eg.db,TxDb.Fusarium.oxysporum.Fo47.FungiDB.v42,Fo47,Fusarium oxysporum Fo47,Fusarium,oxysporum,EuPathDB/BSgenome/v3.9/BSGenome.Fusarium.oxysporum.Fo47.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Fusarium.oxysporum.Fo47.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Fusarium.oxysporum.Fo47.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Foxysporum.Fo47.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Fusarium.oxysporum.Fo47.FungiDB.v42.sqlite,Fusarium oxysporum Fo47,Transcript information for Fusarium oxysporum Fo47,FungiDB 42 annotations for Fusarium oxysporum Fo47,OrgDb,SQLiteFile,org.Foxysporum.Fo47.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Foxysporum.Fo47.v42.eg.sqlite
v3.9,FungiDB-44_Foxysporumrace1,15916,15424,GFF,http://FungiDB.org/common/downloads/release-42/Foxysporumrace1/gff/data/FungiDB-42_Foxysporumrace1.gff,42,Fusarium oxysporum f. sp. cubense race 1,1229664,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.oxysporum.f.sp.cubense.race.1.v42,GRanges.Fusarium.oxysporum.f.sp.cubense.race.1.v42.rda,fungidb.Fusarium.oxysporum.f.sp.cubense.race.1.v42,org.Foxysporum.f.sp.cubense.race.1.v42.eg.db,TxDb.Fusarium.oxysporum.f.sp.cubense.race.1.FungiDB.v42,f.sp.cubense.race.1,Fusarium oxysporum f sp cubense race 1,Fusarium,oxysporum,EuPathDB/BSgenome/v3.9/BSGenome.Fusarium.oxysporum.f.sp.cubense.race.1.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Fusarium.oxysporum.f.sp.cubense.race.1.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Fusarium.oxysporum.f.sp.cubense.race.1.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Foxysporum.f.sp.cubense.race.1.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Fusarium.oxysporum.f.sp.cubense.race.1.FungiDB.v42.sqlite,Fusarium oxysporum f. sp. cubense race 1,Transcript information for Fusarium oxysporum f sp cubense race 1,FungiDB 42 annotations for Fusarium oxysporum f sp cubense race 1,OrgDb,SQLiteFile,org.Foxysporum.f.sp.cubense.race.1.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Foxysporum.f.sp.cubense.race.1.v42.eg.sqlite
v3.9,FungiDB-44_Foxysporumrace4,14962,14469,GFF,http://FungiDB.org/common/downloads/release-42/Foxysporumrace4/gff/data/FungiDB-42_Foxysporumrace4.gff,42,Fusarium oxysporum f. sp. cubense race 4,1229665,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.oxysporum.f.sp.cubense.race.4.v42,GRanges.Fusarium.oxysporum.f.sp.cubense.race.4.v42.rda,fungidb.Fusarium.oxysporum.f.sp.cubense.race.4.v42,org.Foxysporum.f.sp.cubense.race.4.v42.eg.db,TxDb.Fusarium.oxysporum.f.sp.cubense.race.4.FungiDB.v42,f.sp.cubense.race.4,Fusarium oxysporum f sp cubense race 4,Fusarium,oxysporum,EuPathDB/BSgenome/v3.9/BSGenome.Fusarium.oxysporum.f.sp.cubense.race.4.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Fusarium.oxysporum.f.sp.cubense.race.4.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Fusarium.oxysporum.f.sp.cubense.race.4.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Foxysporum.f.sp.cubense.race.4.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Fusarium.oxysporum.f.sp.cubense.race.4.FungiDB.v42.sqlite,Fusarium oxysporum f. sp. cubense race 4,Transcript information for Fusarium oxysporum f sp cubense race 4,FungiDB 42 annotations for Fusarium oxysporum f sp cubense race 4,OrgDb,SQLiteFile,org.Foxysporum.f.sp.cubense.race.4.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Foxysporum.f.sp.cubense.race.4.v42.eg.sqlite
v3.9,FungiDB-44_Foxysporum54006,16975,16245,GFF,http://FungiDB.org/common/downloads/release-42/Foxysporum54006/gff/data/FungiDB-42_Foxysporum54006.gff,42,Fusarium oxysporum f. sp. cubense tropical race 4 54006,1089451,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.oxysporum.f.sp.cubense.tropical.race.4.54006.v42,GRanges.Fusarium.oxysporum.f.sp.cubense.tropical.race.4.54006.v42.rda,fungidb.Fusarium.oxysporum.f.sp.cubense.tropical.race.4.54006.v42,org.Foxysporum.f.sp.cubense.tropical.race.4.54006.v42.eg.db,TxDb.Fusarium.oxysporum.f.sp.cubense.tropical.race.4.54006.FungiDB.v42,f.sp.cubense.tropical.race.4.54006,Fusarium oxysporum f sp cubense tropical race 4 54006,Fusarium,oxysporum,EuPathDB/BSgenome/v3.9/BSGenome.Fusarium.oxysporum.f.sp.cubense.tropical.race.4.54006.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Fusarium.oxysporum.f.sp.cubense.tropical.race.4.54006.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Fusarium.oxysporum.f.sp.cubense.tropical.race.4.54006.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Foxysporum.f.sp.cubense.tropical.race.4.54006.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Fusarium.oxysporum.f.sp.cubense.tropical.race.4.54006.FungiDB.v42.sqlite,Fusarium oxysporum f. sp. cubense tropical race 4 54006,Transcript information for Fusarium oxysporum f sp cubense tropical race 4 54006,FungiDB 42 annotations for Fusarium oxysporum f sp cubense tropical race 4 54006,OrgDb,SQLiteFile,org.Foxysporum.f.sp.cubense.tropical.race.4.54006.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Foxysporum.f.sp.cubense.tropical.race.4.54006.v42.eg.sqlite
v3.9,FungiDB-44_Foxysporum4287,21354,20427,GFF,http://FungiDB.org/common/downloads/release-42/Foxysporum4287/gff/data/FungiDB-42_Foxysporum4287.gff,42,Fusarium oxysporum f. sp. lycopersici 4287,426428,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.oxysporum.f.sp.lycopersici.4287.v42,GRanges.Fusarium.oxysporum.f.sp.lycopersici.4287.v42.rda,fungidb.Fusarium.oxysporum.f.sp.lycopersici.4287.v42,org.Foxysporum.f.sp.lycopersici.4287.v42.eg.db,TxDb.Fusarium.oxysporum.f.sp.lycopersici.4287.FungiDB.v42,f.sp.lycopersici.4287,Fusarium oxysporum f sp lycopersici 4287,Fusarium,oxysporum,EuPathDB/BSgenome/v3.9/BSGenome.Fusarium.oxysporum.f.sp.lycopersici.4287.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Fusarium.oxysporum.f.sp.lycopersici.4287.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Fusarium.oxysporum.f.sp.lycopersici.4287.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Foxysporum.f.sp.lycopersici.4287.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Fusarium.oxysporum.f.sp.lycopersici.4287.FungiDB.v42.sqlite,Fusarium oxysporum f. sp. lycopersici 4287,Transcript information for Fusarium oxysporum f sp lycopersici 4287,FungiDB 42 annotations for Fusarium oxysporum f sp lycopersici 4287,OrgDb,SQLiteFile,org.Foxysporum.f.sp.lycopersici.4287.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Foxysporum.f.sp.lycopersici.4287.v42.eg.sqlite
v3.9,FungiDB-44_Foxysporum26406,20033,19151,GFF,http://FungiDB.org/common/downloads/release-42/Foxysporum26406/gff/data/FungiDB-42_Foxysporum26406.gff,42,Fusarium oxysporum f. sp. melonis 26406,1089452,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.oxysporum.f.sp.melonis.26406.v42,GRanges.Fusarium.oxysporum.f.sp.melonis.26406.v42.rda,fungidb.Fusarium.oxysporum.f.sp.melonis.26406.v42,org.Foxysporum.f.sp.melonis.26406.v42.eg.db,TxDb.Fusarium.oxysporum.f.sp.melonis.26406.FungiDB.v42,f.sp.melonis.26406,Fusarium oxysporum f sp melonis 26406,Fusarium,oxysporum,EuPathDB/BSgenome/v3.9/BSGenome.Fusarium.oxysporum.f.sp.melonis.26406.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Fusarium.oxysporum.f.sp.melonis.26406.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Fusarium.oxysporum.f.sp.melonis.26406.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Foxysporum.f.sp.melonis.26406.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Fusarium.oxysporum.f.sp.melonis.26406.FungiDB.v42.sqlite,Fusarium oxysporum f. sp. melonis 26406,Transcript information for Fusarium oxysporum f sp melonis 26406,FungiDB 42 annotations for Fusarium oxysporum f sp melonis 26406,OrgDb,SQLiteFile,org.Foxysporum.f.sp.melonis.26406.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Foxysporum.f.sp.melonis.26406.v42.eg.sqlite
v3.9,FungiDB-44_FproliferatumET1,16509,15807,GFF,http://FungiDB.org/common/downloads/release-42/FproliferatumET1/gff/data/FungiDB-42_FproliferatumET1.gff,42,Fusarium proliferatum ET1,1227346,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.proliferatum.ET1.v42,GRanges.Fusarium.proliferatum.ET1.v42.rda,fungidb.Fusarium.proliferatum.ET1.v42,org.Fproliferatum.ET1.v42.eg.db,TxDb.Fusarium.proliferatum.ET1.FungiDB.v42,ET1,Fusarium proliferatum ET1,Fusarium,proliferatum,EuPathDB/BSgenome/v3.9/BSGenome.Fusarium.proliferatum.ET1.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Fusarium.proliferatum.ET1.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Fusarium.proliferatum.ET1.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Fproliferatum.ET1.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Fusarium.proliferatum.ET1.FungiDB.v42.sqlite,Fusarium proliferatum ET1,Transcript information for Fusarium proliferatum ET1,FungiDB 42 annotations for Fusarium proliferatum ET1,OrgDb,SQLiteFile,org.Fproliferatum.ET1.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Fproliferatum.ET1.v42.eg.sqlite
v3.9,FungiDB-44_FproliferatumNRRL62905,15602,15114,GFF,http://FungiDB.org/common/downloads/release-42/FproliferatumNRRL62905/gff/data/FungiDB-42_FproliferatumNRRL62905.gff,42,Fusarium proliferatum,948311,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.proliferatum.NRRL62905.v42,GRanges.Fusarium.proliferatum.NRRL62905.v42.rda,fungidb.Fusarium.proliferatum.NRRL62905.v42,org.Fproliferatum.NRRL62905.v42.eg.db,TxDb.Fusarium.proliferatum.NRRL62905.FungiDB.v42,strain.NRRL62905,Fusarium proliferatum NRRL62905,Fusarium,proliferatum,EuPathDB/BSgenome/v3.9/BSGenome.Fusarium.proliferatum.NRRL62905.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Fusarium.proliferatum.NRRL62905.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Fusarium.proliferatum.NRRL62905.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Fproliferatum.NRRL62905.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Fusarium.proliferatum.NRRL62905.FungiDB.v42.sqlite,Fusarium proliferatum strain NRRL62905,Transcript information for Fusarium proliferatum NRRL62905,FungiDB 42 annotations for Fusarium proliferatum NRRL62905,OrgDb,SQLiteFile,org.Fproliferatum.NRRL62905.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Fproliferatum.NRRL62905.v42.eg.sqlite
v3.9,FungiDB-44_Fverticillioides7600,16240,14952,GFF,http://FungiDB.org/common/downloads/release-42/Fverticillioides7600/gff/data/FungiDB-42_Fverticillioides7600.gff,42,Fusarium verticillioides 7600,334819,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.verticillioides.7600.v42,GRanges.Fusarium.verticillioides.7600.v42.rda,fungidb.Fusarium.verticillioides.7600.v42,org.Fverticillioides.7600.v42.eg.db,TxDb.Fusarium.verticillioides.7600.FungiDB.v42,7600,Fusarium verticillioides 7600,Fusarium,verticillioides,EuPathDB/BSgenome/v3.9/BSGenome.Fusarium.verticillioides.7600.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Fusarium.verticillioides.7600.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Fusarium.verticillioides.7600.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Fverticillioides.7600.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Fusarium.verticillioides.7600.FungiDB.v42.sqlite,Fusarium verticillioides 7600,Transcript information for Fusarium verticillioides 7600,FungiDB 42 annotations for Fusarium verticillioides 7600,OrgDb,SQLiteFile,org.Fverticillioides.7600.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Fverticillioides.7600.v42.eg.sqlite
v3.9,FungiDB-44_HcapsulatumG186AR,9364,8367,GFF,http://FungiDB.org/common/downloads/release-42/HcapsulatumG186AR/gff/data/FungiDB-42_HcapsulatumG186AR.gff,42,Ajellomyces capsulatus G186AR,447093,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Histoplasma.capsulatum.G186AR.v42,GRanges.Histoplasma.capsulatum.G186AR.v42.rda,fungidb.Histoplasma.capsulatum.G186AR.v42,org.Hcapsulatum.G186AR.v42.eg.db,TxDb.Histoplasma.capsulatum.G186AR.FungiDB.v42,G186AR,Histoplasma capsulatum G186AR,Histoplasma,capsulatum,EuPathDB/BSgenome/v3.9/BSGenome.Histoplasma.capsulatum.G186AR.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Histoplasma.capsulatum.G186AR.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Histoplasma.capsulatum.G186AR.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Hcapsulatum.G186AR.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Histoplasma.capsulatum.G186AR.FungiDB.v42.sqlite,Histoplasma capsulatum G186AR,Transcript information for Histoplasma capsulatum G186AR,FungiDB 42 annotations for Histoplasma capsulatum G186AR,OrgDb,SQLiteFile,org.Hcapsulatum.G186AR.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Hcapsulatum.G186AR.v42.eg.sqlite
v3.9,FungiDB-44_HcapsulatumG217B,11334,9464,GFF,http://FungiDB.org/common/downloads/release-42/HcapsulatumG217B/gff/data/FungiDB-42_HcapsulatumG217B.gff,42,Ajellomyces capsulatus G217B,447094,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Histoplasma.capsulatum.G217B.v42,GRanges.Histoplasma.capsulatum.G217B.v42.rda,fungidb.Histoplasma.capsulatum.G217B.v42,org.Hcapsulatum.G217B.v42.eg.db,TxDb.Histoplasma.capsulatum.G217B.FungiDB.v42,G217B,Histoplasma capsulatum G217B,Histoplasma,capsulatum,EuPathDB/BSgenome/v3.9/BSGenome.Histoplasma.capsulatum.G217B.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Histoplasma.capsulatum.G217B.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Histoplasma.capsulatum.G217B.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Hcapsulatum.G217B.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Histoplasma.capsulatum.G217B.FungiDB.v42.sqlite,Histoplasma capsulatum G217B,Transcript information for Histoplasma capsulatum G217B,FungiDB 42 annotations for Histoplasma capsulatum G217B,OrgDb,SQLiteFile,org.Hcapsulatum.G217B.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Hcapsulatum.G217B.v42.eg.sqlite
v3.9,FungiDB-44_HcapsulatumH143,9796,9018,GFF,http://FungiDB.org/common/downloads/release-42/HcapsulatumH143/gff/data/FungiDB-42_HcapsulatumH143.gff,42,Ajellomyces capsulatus H143,544712,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Histoplasma.capsulatum.H143.v42,GRanges.Histoplasma.capsulatum.H143.v42.rda,fungidb.Histoplasma.capsulatum.H143.v42,org.Hcapsulatum.H143.v42.eg.db,TxDb.Histoplasma.capsulatum.H143.FungiDB.v42,H143,Histoplasma capsulatum H143,Histoplasma,capsulatum,EuPathDB/BSgenome/v3.9/BSGenome.Histoplasma.capsulatum.H143.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Histoplasma.capsulatum.H143.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Histoplasma.capsulatum.H143.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Hcapsulatum.H143.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Histoplasma.capsulatum.H143.FungiDB.v42.sqlite,Histoplasma capsulatum H143,Transcript information for Histoplasma capsulatum H143,FungiDB 42 annotations for Histoplasma capsulatum H143,OrgDb,SQLiteFile,org.Hcapsulatum.H143.v42.eg.db,EuPathDB/OrgDb/v3.9/org.Hcapsulatum.H143.v42.eg.sqlite
